	flight_date	flight_number	tail_number	aircraft_type_code	aircraft_model	size_code	origin_airport	scheduled_departure_date	off_block_date	take_off_date	destination_airport	landing_date	on_block_date	scheduled_arrival_date	service_type	aircraft_owner_code	registered_delay_date	delay_minutes	delay_code	delay_sub_code	origin_air_temperature	origin_wind_direction	origin_wind_speed	origin_visibility	origin_wind_gust	origin_cloud_coverage_lvl_1	origin_cloud_coverage_lvl_2	origin_cloud_coverage_lvl_3	origin_cloud_height_lvl_1	origin_cloud_height_lvl_2	origin_cloud_height_lvl_3	origin_ice_accretion_1h	origin_ice_accretion_3h	origin_ice_accretion_6h	origin_peak_wind_gust	origin_peak_wind_direction	destination_air_temperature	destination_wind_direction	destination_wind_speed	destination_visibility	destination_wind_gust	destination_cloud_coverage_lvl_1	destination_cloud_coverage_lvl_2	destination_cloud_coverage_lvl_3	destination_cloud_height_lvl_1	destination_cloud_height_lvl_2	destination_cloud_height_lvl_3	destination_ice_accretion_1h	destination_ice_accretion_3h	destination_ice_accretion_6h	destination_peak_wind_gust	destination_peak_wind_direction
480000	2018-05-07 00:00:00	1134.0	CSDJA	AT7	ATR 72	WI	LIS	2018-05-07 06:50:00	2018-05-07 06:50:00	2018-05-07 07:08:00	AGP	2018-05-07 08:19:00	2018-05-07 08:25:00	2018-05-07 08:20:00	J	WI					16.0	330.0	4.0	6.21		FEW	M	M	4000.0								19.0	360.0	1.0	6.21		FEW	FEW	M	1800.0	3000.0						
480001	2018-05-07 00:00:00	404.0	CSTPP	E90	EMBRAER 190	PGA	LIS	2018-05-07 06:55:00	2018-05-07 07:09:00	2018-05-07 07:18:00	MRS	2018-05-07 09:17:00	2018-05-07 09:22:00	2018-05-07 09:15:00	J	NI	2018-05-07 07:23:59	14.0	89.0	0	16.0	330.0	4.0	6.21		FEW	M	M	4000.0								22.0	290.0	4.0	6.21		M	M	M								
480002	2018-05-07 00:00:00	434.0	CSTNR	320	AIRBUS A320-211	NB	LIS	2018-05-07 07:00:00	2018-05-07 07:14:00	2018-05-07 07:20:00	ORY	2018-05-07 09:27:00	2018-05-07 09:31:00	2018-05-07 09:25:00	J	TP	2018-05-07 07:26:59	3.0	89.0	0	16.0	330.0	4.0	6.21		FEW	M	M	4000.0								23.0	40.0	8.0	6.21		M	M	M								
480003	2018-05-07 00:00:00	1272.0	CSTOI	332	AIRBUS A330-200	WB	LIS	2018-05-07 07:00:00	2018-05-07 07:13:00	2018-05-07 07:26:00	VIE	2018-05-07 10:31:00	2018-05-07 10:35:00	2018-05-07 10:20:00	J	TP	2018-05-07 07:37:59	13.0	81.0	0	16.0	330.0	4.0	6.21		FEW	M	M	4000.0								21.0		6.0	6.21		M	M	M								
480004	2018-05-07 00:00:00	1828.0	CSTTN	319	AIRBUS A319-111	NB	TER	2018-05-07 07:00:00	2018-05-07 07:00:00	2018-05-07 07:08:00	LIS	2018-05-07 09:21:00	2018-05-07 09:27:00	2018-05-07 09:15:00	J	TP					16.0			6.21		FEW	M	M	1800.0								22.0		4.0	6.21		FEW	M	M	4000.0							
480005	2018-05-07 00:00:00	1864.0	CSTNL	320	AIRBUS A320-211	NB	PDL	2018-05-07 07:00:00	2018-05-07 06:54:00	2018-05-07 07:02:00	LIS	2018-05-07 09:16:00	2018-05-07 09:21:00	2018-05-07 09:10:00	J	TP					11.0	340.0	3.0	6.21		FEW	M	M	2500.0								22.0		4.0	6.21		FEW	M	M	4000.0							
480006	2018-05-07 00:00:00	1924.0	CSDJC	AT7	ATR 72	WI	LIS	2018-05-07 07:00:00	2018-05-07 06:55:00	2018-05-07 07:12:00	OPO	2018-05-07 07:53:00	2018-05-07 07:57:00	2018-05-07 08:00:00	J	WI					16.0	330.0	4.0	6.21		FEW	M	M	4000.0								18.0	150.0	3.0	6.21		M	M	M								
480007	2018-05-07 00:00:00	476.0	CSTPQ	E90	EMBRAER 190	PGA	LIS	2018-05-07 07:05:00	2018-05-07 08:22:00	2018-05-07 08:37:00	LYS	2018-05-07 10:39:00	2018-05-07 10:46:00	2018-05-07 09:15:00	J	NI	2018-05-11 08:17:59	5.0	9.0	0	18.0	330.0	7.0	6.21		FEW	FEW	M	4000.0	4500.0							24.0	350.0	4.0	6.21		FEW	M	M	4500.0							
480008	2018-05-07 00:00:00	371.0	CSTTO	319	AIRBUS A319-111	NB	LHR	2018-05-07 07:10:00	2018-05-07 07:00:00	2018-05-07 07:15:00	LIS	2018-05-07 09:26:00	2018-05-07 09:31:00	2018-05-07 09:50:00	J	TP					16.0		1.0	4.35		NCD	M	M									22.0		4.0	6.21		FEW	M	M	4000.0							
480009	2018-05-07 00:00:00	412.0	CSTPU	E90	EMBRAER 190	PGA	LIS	2018-05-07 07:15:00	2018-05-07 07:26:00	2018-05-07 07:39:00	NTE	2018-05-07 09:20:00	2018-05-07 09:23:00	2018-05-07 09:15:00	J	NI	2018-05-07 07:40:59	11.0	2.0	0	16.0	310.0	5.0	6.21		FEW	M	M	4500.0								24.0		2.0	6.21		M	M	M								
480010	2018-05-07 00:00:00	1098.0	CSDJE	AT7	ATR 72	WI	LIS	2018-05-07 07:15:00	2018-05-07 07:21:00	2018-05-07 07:33:00	VLC	2018-05-07 09:31:00	2018-05-07 09:34:00	2018-05-07 09:20:00	J	WI	2018-05-07 07:38:59	6.0	89.0	0	16.0	310.0	5.0	6.21		FEW	M	M	4500.0								22.0		3.0	6.21		FEW	M	M	4500.0							
480011	2018-05-07 00:00:00	542.0	CSTTY	E95	EMBRAER 195	PGA	LIS	2018-05-07 07:30:00	2018-05-07 07:33:00	2018-05-07 07:44:00	DUS	2018-05-07 10:30:00	2018-05-07 10:34:00	2018-05-07 10:25:00	J	NI	2018-05-07 07:53:59	1.0	89.0	0	16.0	310.0	5.0	6.21		FEW	M	M	4500.0								23.0		4.0	6.21		M	M	M								
480012	2018-05-07 00:00:00	574.0	CSTNS	320	AIRBUS A320-211	NB	LIS	2018-05-07 07:30:00	2018-05-07 07:36:00	2018-05-07 07:47:00	FRA	2018-05-07 10:30:00	2018-05-07 10:44:00	2018-05-07 10:35:00	J	TP	2018-05-07 12:56:59	6.0	19.0	A	16.0	310.0	5.0	6.21		FEW	M	M	4500.0								24.0	80.0	8.0	6.21		M	M	M								
480013	2018-05-07 00:00:00	952.0	CSTTI	319	AIRBUS A319-111	NB	LIS	2018-05-07 07:30:00	2018-05-07 07:48:00	2018-05-07 08:01:00	GVA	2018-05-07 10:13:00	2018-05-07 10:21:00	2018-05-07 09:50:00	J	TP	2018-05-07 08:07:59	8.0	89.0	0	17.0	310.0	7.0	6.21		FEW	M	M	4500.0								22.0	50.0	5.0	6.21		FEW	M	M	5000.0							
