	flight_date	flight_number	tail_number	aircraft_type_code	aircraft_model	size_code	origin_airport	scheduled_departure_date	off_block_date	take_off_date	destination_airport	landing_date	on_block_date	scheduled_arrival_date	service_type	aircraft_owner_code	registered_delay_date	delay_minutes	delay_code	delay_sub_code	origin_air_temperature	origin_wind_direction	origin_wind_speed	origin_visibility	origin_wind_gust	origin_cloud_coverage_lvl_1	origin_cloud_coverage_lvl_2	origin_cloud_coverage_lvl_3	origin_cloud_height_lvl_1	origin_cloud_height_lvl_2	origin_cloud_height_lvl_3	origin_ice_accretion_1h	origin_ice_accretion_3h	origin_ice_accretion_6h	origin_peak_wind_gust	origin_peak_wind_direction	destination_air_temperature	destination_wind_direction	destination_wind_speed	destination_visibility	destination_wind_gust	destination_cloud_coverage_lvl_1	destination_cloud_coverage_lvl_2	destination_cloud_coverage_lvl_3	destination_cloud_height_lvl_1	destination_cloud_height_lvl_2	destination_cloud_height_lvl_3	destination_ice_accretion_1h	destination_ice_accretion_3h	destination_ice_accretion_6h	destination_peak_wind_gust	destination_peak_wind_direction
525000	2018-08-29 00:00:00	1434.0	CSTTZ	E95	EMBRAER 195	PGA	LIS	2018-08-29 13:15:00	2018-08-29 13:22:00	2018-08-29 13:44:00	CMN	2018-08-29 14:50:00	2018-08-29 14:55:00	2018-08-29 14:55:00	J	NI	2018-08-29 13:50:59	7.0	63.0	A	25.0	340.0	14.0	6.21		M	M	M									27.0	340.0	11.0	6.21		FEW	M	M	2000.0							
525001	2018-08-29 00:00:00	1450.0	CSTTW	E95	EMBRAER 195	PGA	LIS	2018-08-29 13:15:00	2018-08-29 13:47:00	2018-08-29 14:08:00	RAK	2018-08-29 15:22:00	2018-08-29 15:28:00	2018-08-29 14:45:00	J	NI	2018-08-29 14:26:59	23.0	89.0	0	26.0	330.0	14.0	6.21	24.0	M	M	M									33.0	240.0	5.0	6.21		FEW	M	M	3300.0							
525002	2018-08-29 00:00:00	1868.0	CSTJE	321	AIRBUS A321-211	NB	PDL	2018-08-29 13:15:00	2018-08-29 13:55:00	2018-08-29 14:03:00	LIS	2018-08-29 15:59:00	2018-08-29 16:02:00	2018-08-29 15:30:00	J	TP	2018-08-29 14:18:56	3.0	16.0	D	25.0	180.0	8.0	6.21		FEW	M	M	1700.0								24.0	340.0	21.0	6.21	31.0	FEW	M	M	2000.0							
525003	2018-08-29 00:00:00	472.0	CSTTX	E95	EMBRAER 195	PGA	LIS	2018-08-29 13:20:00	2018-08-29 14:10:00	2018-08-29 14:25:00	LYS	2018-08-29 16:15:00	2018-08-29 16:19:00	2018-08-29 15:35:00	J	NI	2018-08-29 14:30:59	20.0	89.0	0	26.0	330.0	14.0	6.21	24.0	M	M	M									26.0	70.0	6.0	6.21		FEW	SCT	M	4000.0	10000.0						
525004	2018-08-29 00:00:00	586.0	CSTPP	E90	EMBRAER 190	PGA	LIS	2018-08-29 13:20:00	2018-08-29 13:46:00	2018-08-29 13:56:00	CGN	2018-08-29 16:31:00	2018-08-29 16:36:00	2018-08-29 16:10:00	J	NI	2018-08-29 14:12:59	5.0	81.0	0	26.0	330.0	14.0	6.21	24.0	M	M	M									21.0		2.0	6.21		M	M	M								
525005	2018-08-29 00:00:00	1141.0	CSDJB	AT7	ATR 72	WI	VGO	2018-08-29 13:20:00	2018-08-29 13:20:00	2018-08-29 13:26:00	LIS	2018-08-29 14:39:00	2018-08-29 14:43:00	2018-08-29 14:40:00	J	WI					24.0	360.0	10.0	6.21		M	M	M									26.0	350.0	15.0	6.21		M	M	M								
525006	2018-08-29 00:00:00	324.0	CSTVA	320	AIRBUS A320-211	NB	LIS	2018-08-29 13:25:00	2018-08-29 13:54:00	2018-08-29 14:12:00	MAN	2018-08-29 16:46:00	2018-08-29 16:52:00	2018-08-29 16:15:00	J	TP	2018-08-29 14:18:59	23.0	89.0	0	26.0	330.0	14.0	6.21	24.0	M	M	M									16.0	290.0	12.0	6.21		SCT	SCT	M	3600.0	4300.0						
525007	2018-08-29 00:00:00	1274.0	CSTTU	319	AIRBUS A319-111	NB	LIS	2018-08-29 13:25:00	2018-08-29 14:04:00	2018-08-29 14:18:00	VIE	2018-08-29 17:14:00	2018-08-29 17:19:00	2018-08-29 16:45:00	J	TP	2018-08-29 14:28:59	9.0	89.0	0	26.0	330.0	14.0	6.21	24.0	M	M	M									25.0	140.0	11.0	6.21		M	M	M								
525008	2018-08-29 00:00:00	643.0	CSTTJ	319	AIRBUS A319-111	NB	BRU	2018-08-29 13:30:00	2018-08-29 14:05:00	2018-08-29 14:16:00	LIS	2018-08-29 16:34:00	2018-08-29 16:38:00	2018-08-29 16:20:00	J	TP	2018-09-06 13:10:59	4.0	89.0	0	20.0	30.0	5.0	4.35		FEW	BKN	M	3400.0	4500.0							24.0	330.0	16.0	6.21		FEW	M	M	2000.0							
525009	2018-08-29 00:00:00	1123.0	CSDJF	AT7	ATR 72	WI	ALC	2018-08-29 13:30:00	2018-08-29 13:55:00	2018-08-29 14:02:00	LIS	2018-08-29 16:03:00	2018-08-29 16:08:00	2018-08-29 16:00:00	J	WI	2018-08-29 14:06:47	25.0	93.0	0	30.0	90.0	8.0	6.21		M	M	M									24.0	340.0	21.0	6.21	31.0	FEW	M	M	2000.0							
