	flight_date	flight_number	tail_number	aircraft_type_code	aircraft_model	size_code	origin_airport	scheduled_departure_date	off_block_date	take_off_date	destination_airport	landing_date	on_block_date	scheduled_arrival_date	service_type	aircraft_owner_code	registered_delay_date	delay_minutes	delay_code	delay_sub_code	origin_air_temperature	origin_wind_direction	origin_wind_speed	origin_visibility	origin_wind_gust	origin_cloud_coverage_lvl_1	origin_cloud_coverage_lvl_2	origin_cloud_coverage_lvl_3	origin_cloud_height_lvl_1	origin_cloud_height_lvl_2	origin_cloud_height_lvl_3	origin_ice_accretion_1h	origin_ice_accretion_3h	origin_ice_accretion_6h	origin_peak_wind_gust	origin_peak_wind_direction	destination_air_temperature	destination_wind_direction	destination_wind_speed	destination_visibility	destination_wind_gust	destination_cloud_coverage_lvl_1	destination_cloud_coverage_lvl_2	destination_cloud_coverage_lvl_3	destination_cloud_height_lvl_1	destination_cloud_height_lvl_2	destination_cloud_height_lvl_3	destination_ice_accretion_1h	destination_ice_accretion_3h	destination_ice_accretion_6h	destination_peak_wind_gust	destination_peak_wind_direction
260000	2017-04-09 00:00:00	1531.0	CSTNV	320	AIRBUS A320-211	NB	LIS	2017-04-09 08:25:00	2017-04-09 08:21:00	2017-04-09 08:37:00	RAI	2017-04-09 13:02:00	2017-04-09 13:03:00	2017-04-09 12:45:00	J	TP					14.0	70.0	8.0	6.21		M	M	M									27.0	30.0	18.0	6.21		FEW	BKN	M	1600.0	10000.0						
260001	2017-04-09 00:00:00	1262.0	CSTTA	319	AIRBUS A319-111	NB	LIS	2017-04-09 08:30:00	2017-04-09 08:37:00	2017-04-09 08:45:00	WAW	2017-04-09 12:23:00	2017-04-09 12:30:00	2017-04-09 12:25:00	J	TP	2017-04-09 09:08:59	7.0	82.0	0	14.0	70.0	8.0	6.21		M	M	M									11.0	230.0	6.0	6.21		SCT	BKN	M	2800.0	4000.0						
260002	2017-04-09 00:00:00	1483.0	CSTOP	332	AIRBUS A330-200	WB	LIS	2017-04-09 08:30:00	2017-04-09 08:34:00	2017-04-09 08:43:00	DKR	2017-04-09 12:34:00	2017-04-09 12:39:00	2017-04-09 12:25:00	J	TP	2017-04-09 08:54:59	4.0	89.0	0	14.0	70.0	8.0	6.21		M	M	M									23.0	30.0	15.0	6.21		M	M	M								
260003	2017-04-09 00:00:00	1671.0	CSTNR	320	AIRBUS A320-211	NB	LIS	2017-04-09 08:30:00	2017-04-09 08:39:00	2017-04-09 08:48:00	FNC	2017-04-09 10:17:00	2017-04-09 10:20:00	2017-04-09 10:15:00	J	TP	2017-04-09 09:27:59	3.0	89.0	0	14.0	70.0	8.0	6.21		M	M	M									20.0	10.0	14.0	6.21		FEW	M	M	1600.0							
260004	2017-04-09 00:00:00	1905.0	CSTTV	319	AIRBUS A319-111	NB	LIS	2017-04-09 08:30:00	2017-04-09 08:35:00	2017-04-09 08:50:00	FAO	2017-04-09 09:21:00	2017-04-09 09:24:00	2017-04-09 09:15:00	J	TP	2017-04-09 08:59:59	5.0	14.0	A	14.0	70.0	8.0	6.21		M	M	M									18.0	90.0	18.0	6.21		M	M	M								
260005	2017-04-09 00:00:00	1927.0	CSDJD	AT7	ATR 72	WI	OPO	2017-04-09 08:30:00	2017-04-09 08:37:00	2017-04-09 08:45:00	LIS	2017-04-09 09:30:00	2017-04-09 09:32:00	2017-04-09 09:30:00	J	WI	2017-04-09 08:53:02	1.0	19.0	A	19.0	140.0	8.0	6.21		M	M	M									16.0	110.0	8.0	6.21		M	M	M								
260006	2017-04-09 00:00:00	59.0	CSTOH	332	AIRBUS A330-200	WB	LIS	2017-04-09 08:35:00	2017-04-09 08:44:00	2017-04-09 08:55:00	BSB	2017-04-09 18:25:00	2017-04-09 18:32:00	2017-04-09 18:25:00	J	TP	2017-04-09 09:07:59	9.0	89.0	0	14.0	70.0	8.0	6.21		M	M	M									28.0	60.0	8.0	6.21		SCT	M	M	3500.0							
260007	2017-04-09 00:00:00	618.0	CSTPV	E90	EMBRAER 190	PGA	LIS	2017-04-09 08:35:00	2017-04-09 08:53:00	2017-04-09 09:05:00	BRU	2017-04-09 11:20:00	2017-04-09 11:29:00	2017-04-09 11:15:00	J	NI	2017-04-09 09:22:59	18.0	81.0	0	15.0	80.0	8.0	6.21		M	M	M									19.0		2.0	6.21		M	M	M								
260008	2017-04-09 00:00:00	103.0	CSTOK	332	AIRBUS A330-200	WB	LIS	2017-04-09 08:40:00	2017-04-09 08:46:00	2017-04-09 08:58:00	CNF	2017-04-09 18:32:00	2017-04-09 18:37:00	2017-04-09 18:25:00	J	TP	2017-04-09 09:05:59	6.0	32.0	A	15.0	80.0	8.0	6.21		M	M	M									27.0	60.0	7.0	6.21		FEW	SCT	M	4500.0	8000.0						
260009	2017-04-09 00:00:00	938.0	CSTTC	319	AIRBUS A319-111	NB	OPO	2017-04-09 08:45:00	2017-04-09 08:42:00	2017-04-09 08:49:00	GVA	2017-04-09 10:46:00	2017-04-09 10:50:00	2017-04-09 10:55:00	J	TP					19.0	140.0	8.0	6.21		M	M	M									19.0		3.0	6.21		M	M	M								
