	flight_date	flight_number	tail_number	aircraft_type_code	aircraft_model	size_code	origin_airport	scheduled_departure_date	off_block_date	take_off_date	destination_airport	landing_date	on_block_date	scheduled_arrival_date	service_type	aircraft_owner_code	registered_delay_date	delay_minutes	delay_code	delay_sub_code	origin_air_temperature	origin_wind_direction	origin_wind_speed	origin_visibility	origin_wind_gust	origin_cloud_coverage_lvl_1	origin_cloud_coverage_lvl_2	origin_cloud_coverage_lvl_3	origin_cloud_height_lvl_1	origin_cloud_height_lvl_2	origin_cloud_height_lvl_3	origin_ice_accretion_1h	origin_ice_accretion_3h	origin_ice_accretion_6h	origin_peak_wind_gust	origin_peak_wind_direction	destination_air_temperature	destination_wind_direction	destination_wind_speed	destination_visibility	destination_wind_gust	destination_cloud_coverage_lvl_1	destination_cloud_coverage_lvl_2	destination_cloud_coverage_lvl_3	destination_cloud_height_lvl_1	destination_cloud_height_lvl_2	destination_cloud_height_lvl_3	destination_ice_accretion_1h	destination_ice_accretion_3h	destination_ice_accretion_6h	destination_peak_wind_gust	destination_peak_wind_direction
315000	2017-10-03 00:00:00	1265.0	LZBHI	320	AIRBUS A320-211	NB	WAW	2017-10-03 13:15:00	2017-10-03 13:54:00	2017-10-03 14:06:00	LIS	2017-10-03 17:42:00	2017-10-03 17:48:00	2017-10-03 17:30:00	J	TP	2017-10-03 14:11:15	24.0	85.0	0	12.0	210.0	4.0	6.21		BKN	M	M	700.0								26.0	320.0	10.0	6.21		M	M	M								
315001	2017-10-03 00:00:00	324.0	CSTPU	E90	EMBRAER 190	PGA	LIS	2017-10-03 13:20:00	2017-10-03 13:23:00	2017-10-03 13:33:00	MAN	2017-10-03 16:19:00	2017-10-03 16:25:00	2017-10-03 16:10:00	J	NI	2017-10-03 13:36:59	3.0	19.0	B	32.0		3.0	6.21		M	M	M									12.0	270.0	12.0	6.21		BKN	M	M	3800.0							
315002	2017-10-03 00:00:00	472.0	CSTPQ	E90	EMBRAER 190	PGA	LIS	2017-10-03 13:25:00	2017-10-03 13:33:00	2017-10-03 13:46:00	LYS	2017-10-03 15:41:00	2017-10-03 15:47:00	2017-10-03 15:45:00	J	NI	2017-10-03 13:57:59	8.0	89.0	0	32.0		3.0	6.21		M	M	M									19.0	350.0	9.0	6.21		FEW	M	M	4000.0							
315003	2017-10-03 00:00:00	576.0	CSTTL	319	AIRBUS A319-111	NB	LIS	2017-10-03 13:30:00	2017-10-03 13:35:00	2017-10-03 13:52:00	FRA	2017-10-03 16:40:00	2017-10-03 16:50:00	2017-10-03 16:40:00	J	TP	2017-10-03 13:58:59	5.0	89.0	0	32.0		3.0	6.21		M	M	M									15.0	250.0	9.0	6.21		FEW	SCT	M	3000.0	8000.0						
315004	2017-10-03 00:00:00	659.0	CSTPP	E90	EMBRAER 190	PGA	AMS	2017-10-03 13:30:00	2017-10-03 17:05:00	2017-10-03 17:29:00	OPO	2017-10-03 19:31:00	2017-10-03 19:36:00	2017-10-03 16:10:00	J	NI	2017-10-03 17:40:35	5.0	89.0	0	14.0	280.0	12.0	6.21		FEW	BKN	M	3000.0	4900.0							17.0	330.0	7.0	6.21		M	M	M								
315005	2017-10-03 00:00:00	926.0	CSTOC	343	AIRBUS A340-312	WB	LIS	2017-10-03 13:30:00	2017-10-03 14:06:00	2017-10-03 14:26:00	ZRH	2017-10-03 16:44:00	2017-10-03 16:49:00	2017-10-03 16:15:00	J	TP	2017-10-09 08:41:59	25.0	15.0	A	32.0	320.0	4.0	6.21		M	M	M									14.0	300.0	3.0	6.21		SCT	M	M	4500.0							
315006	2017-10-03 00:00:00	1141.0	CSDJA	AT7	ATR 72	WI	VGO	2017-10-03 13:30:00	2017-10-03 13:51:00	2017-10-03 13:58:00	LIS	2017-10-03 14:58:00	2017-10-03 14:59:00	2017-10-03 14:40:00	J	WI	2017-10-03 14:21:59	21.0	93.0	0	25.0	270.0	9.0	6.21		M	M	M									31.0	320.0	9.0	6.21		M	M	M								
315007	2017-10-03 00:00:00	1947.0	CSDJC	AT7	ATR 72	WI	OPO	2017-10-03 13:30:00	2017-10-03 14:36:00	2017-10-03 14:42:00	LIS	2017-10-03 15:32:00	2017-10-03 15:38:00	2017-10-03 14:30:00	J	WI	2017-10-03 15:00:24	43.0	71.0	0	21.0	300.0	6.0	6.21		M	M	M									30.0	310.0	10.0	6.21		M	M	M								
315008	2017-10-03 00:00:00	432.0	CSTTI	319	AIRBUS A319-111	NB	LIS	2017-10-03 13:35:00	2017-10-03 13:40:00	2017-10-03 13:55:00	ORY	2017-10-03 16:03:00	2017-10-03 16:08:00	2017-10-03 16:00:00	J	TP	2017-10-03 14:02:59	5.0	89.0	0	32.0		3.0	6.21		M	M	M									18.0	300.0	5.0	6.21		SCT	M	M	4600.0							
315009	2017-10-03 00:00:00	2613.0	CSTOG	332	AIRBUS A330-200	WB	LIS	2017-10-03 13:35:00	2017-10-03 13:31:00	2017-10-03 13:49:00	CCS	2017-10-03 21:31:00	2017-10-03 21:38:00	2017-10-03 22:25:00	J	TP					32.0		3.0	6.21		M	M	M									28.0	50.0	5.0	6.21		BKN	M	M	1600.0							
