	flight_date	flight_number	tail_number	aircraft_type_code	aircraft_model	size_code	origin_airport	scheduled_departure_date	off_block_date	take_off_date	destination_airport	landing_date	on_block_date	scheduled_arrival_date	service_type	aircraft_owner_code	registered_delay_date	delay_minutes	delay_code	delay_sub_code	origin_air_temperature	origin_wind_direction	origin_wind_speed	origin_visibility	origin_wind_gust	origin_cloud_coverage_lvl_1	origin_cloud_coverage_lvl_2	origin_cloud_coverage_lvl_3	origin_cloud_height_lvl_1	origin_cloud_height_lvl_2	origin_cloud_height_lvl_3	origin_ice_accretion_1h	origin_ice_accretion_3h	origin_ice_accretion_6h	origin_peak_wind_gust	origin_peak_wind_direction	destination_air_temperature	destination_wind_direction	destination_wind_speed	destination_visibility	destination_wind_gust	destination_cloud_coverage_lvl_1	destination_cloud_coverage_lvl_2	destination_cloud_coverage_lvl_3	destination_cloud_height_lvl_1	destination_cloud_height_lvl_2	destination_cloud_height_lvl_3	destination_ice_accretion_1h	destination_ice_accretion_3h	destination_ice_accretion_6h	destination_peak_wind_gust	destination_peak_wind_direction
125000	2018-09-24 00:00:00	538.0	CSTNX	320	AIRBUS A320-211	NB	LIS	2018-09-24 08:15:00	2018-09-24 08:29:00	2018-09-24 08:43:00	TXL	2018-09-24 11:50:00	2018-09-24 11:55:00	2018-09-24 11:40:00	J	TP	2018-09-24 08:44:59	14.0	81.0	0	24.0		2.0	6.21		M	M	M									12.0	310.0	12.0	6.21		BKN	M	M	2900.0							
125001	2018-09-24 00:00:00	453.0	CSTTF	319	AIRBUS A319-111	NB	ORY	2018-09-24 08:20:00	2018-09-24 08:18:00	2018-09-24 08:29:00	OPO	2018-09-24 10:17:00	2018-09-24 10:22:00	2018-09-24 10:25:00	J	TP					13.0	40.0	9.0	6.21		FEW	M	M	2600.0								30.0	80.0	8.0	6.21		M	M	M								
125002	2018-09-24 00:00:00	1005.0	CSTPP	E90	EMBRAER 190	PGA	MAD	2018-09-24 08:20:00	2018-09-24 09:41:00	2018-09-24 10:00:00	OPO	2018-09-24 10:44:00	2018-09-24 10:48:00	2018-09-24 09:30:00	J	NI	2018-09-24 15:52:59	6.0	83.0	0	25.0	20.0	9.0	6.21		M	M	M									30.0	90.0	7.0	6.21		M	M	M								
125003	2018-09-24 00:00:00	1553.0	FHBIS	320	AIRBUS A320-211	NB	LIS	2018-09-24 08:20:00	2018-09-24 08:53:00	2018-09-24 09:06:00	VXE	2018-09-24 12:48:00	2018-09-24 12:52:00	2018-09-24 12:40:00	J	TP	2018-09-24 13:18:59	13.0	89.0	0	25.0	90.0	5.0	6.21		M	M	M									30.0	50.0	19.0	6.21		FEW	M	M	2200.0							
125004	2018-09-24 00:00:00	1927.0	CSDJB	AT7	ATR 72	WI	OPO	2018-09-24 08:20:00	2018-09-24 08:47:00	2018-09-24 08:58:00	LIS	2018-09-24 09:49:00	2018-09-24 09:54:00	2018-09-24 09:20:00	J	WI	2018-09-24 09:04:27	6.0	19.0	B	26.0	50.0	5.0	6.21		M	M	M									27.0	60.0	5.0	6.21		M	M	M								
125005	2018-09-24 00:00:00	1041.0	CSTNT	320	AIRBUS A320-211	NB	BCN	2018-09-24 08:25:00	2018-09-24 08:33:00	2018-09-24 08:42:00	LIS	2018-09-24 10:14:00	2018-09-24 10:18:00	2018-09-24 10:20:00	J	TP	2018-09-24 08:46:34	8.0	89.0	0	25.0	360.0	5.0	6.21		FEW	FEW	SCT	1500.0	2000.0	2200.0						29.0	40.0	7.0	6.21		M	M	M								
125006	2018-09-24 00:00:00	1454.0	CSTPU	E90	EMBRAER 190	PGA	LIS	2018-09-24 08:25:00	2018-09-24 08:40:00	2018-09-24 08:51:00	RAK	2018-09-24 10:03:00	2018-09-24 10:11:00	2018-09-24 10:00:00	J	NI	2018-09-24 08:52:59	15.0	89.0	0	24.0		2.0	6.21		M	M	M									30.0	300.0	3.0	6.21		FEW	M	M	3000.0							
125007	2018-09-24 00:00:00	1531.0	CSTNR	320	AIRBUS A320-211	NB	LIS	2018-09-24 08:25:00	2018-09-24 08:31:00	2018-09-24 08:44:00	RAI	2018-09-24 12:44:00	2018-09-24 12:46:00	2018-09-24 12:45:00	J	TP	2018-09-24 08:45:59	6.0	89.0	0	24.0		2.0	6.21		M	M	M									29.0	30.0	16.0	6.21		FEW	M	M	2600.0							
125008	2018-09-24 00:00:00	1739.0	CSTNI	320	AIRBUS A320-211	NB	LIS	2018-09-24 08:25:00	2018-09-24 08:43:00	2018-09-24 09:00:00	PXO	2018-09-24 10:21:00	2018-09-24 10:26:00	2018-09-24 10:05:00	J	TP	2018-09-24 09:06:59	11.0	89.0	0	24.0		2.0	6.21		M	M	M									24.0	20.0	11.0	6.21		SCT	M	M	1500.0							
125009	2018-09-24 00:00:00	1827.0	CSTTK	319	AIRBUS A319-111	NB	LIS	2018-09-24 08:25:00	2018-09-24 08:39:00	2018-09-24 08:54:00	TER	2018-09-24 10:57:00	2018-09-24 10:59:00	2018-09-24 11:00:00	J	TP	2018-09-24 08:59:59	14.0	89.0	0	24.0		2.0	6.21		M	M	M									25.0			6.21		FEW	M	M	2600.0							
