	flight_date	flight_number	tail_number	aircraft_type_code	aircraft_model	size_code	origin_airport	scheduled_departure_date	off_block_date	take_off_date	destination_airport	landing_date	on_block_date	scheduled_arrival_date	service_type	aircraft_owner_code	registered_delay_date	delay_minutes	delay_code	delay_sub_code	origin_air_temperature	origin_wind_direction	origin_wind_speed	origin_visibility	origin_wind_gust	origin_cloud_coverage_lvl_1	origin_cloud_coverage_lvl_2	origin_cloud_coverage_lvl_3	origin_cloud_height_lvl_1	origin_cloud_height_lvl_2	origin_cloud_height_lvl_3	origin_ice_accretion_1h	origin_ice_accretion_3h	origin_ice_accretion_6h	origin_peak_wind_gust	origin_peak_wind_direction	destination_air_temperature	destination_wind_direction	destination_wind_speed	destination_visibility	destination_wind_gust	destination_cloud_coverage_lvl_1	destination_cloud_coverage_lvl_2	destination_cloud_coverage_lvl_3	destination_cloud_height_lvl_1	destination_cloud_height_lvl_2	destination_cloud_height_lvl_3	destination_ice_accretion_1h	destination_ice_accretion_3h	destination_ice_accretion_6h	destination_peak_wind_gust	destination_peak_wind_direction
105000	2017-09-02 00:00:00	1463.0	CSTPT	E90	EMBRAER 190	PGA	ALG	2017-09-02 17:55:00	2017-09-02 19:00:00	2017-09-02 19:07:00	LIS	2017-09-02 20:47:00	2017-09-02 20:52:00	2017-09-02 20:10:00	J	NI	2017-09-03 07:40:59	65.0	85.0	0	25.0	60.0	7.0	6.21		FEW	M	M	2300.0								23.0	330.0	10.0	6.21		M	M	M								
105001	2017-09-02 00:00:00	928.0	CSTTD	319	AIRBUS A319-111	NB	LIS	2017-09-02 18:00:00	2017-09-02 18:03:00	2017-09-02 18:14:00	ZRH	2017-09-02 20:50:00	2017-09-02 20:54:00	2017-09-02 20:45:00	J	TP	2017-09-02 18:18:59	3.0	34.0	A	29.0	310.0	9.0	6.21		M	M	M									11.0	220.0	3.0	6.21		FEW	SCT	BKN	900.0	3800.0	10000.0					
105002	2017-09-02 00:00:00	1113.0	CSDJC	AT7	ATR 72	WI	OVD	2017-09-02 18:00:00	2017-09-02 18:06:00	2017-09-02 18:12:00	LIS	2017-09-02 19:51:00	2017-09-02 19:58:00	2017-09-02 19:35:00	J	WI	2017-09-06 08:03:59	6.0	93.0	0	18.0	80.0	6.0	6.21		FEW	M	M	7500.0								24.0	320.0	13.0	6.21		M	M	M								
105003	2017-09-02 00:00:00	1738.0	CSTNM	320	AIRBUS A320-211	NB	PXO	2017-09-02 18:00:00	2017-09-02 18:05:00	2017-09-02 18:07:00	LIS	2017-09-02 19:30:00	2017-09-02 19:34:00	2017-09-02 19:35:00	J	TP	2017-09-02 18:16:21	5.0	83.0	0	22.0	30.0	14.0	6.21		BKN	M	M	1500.0								25.0	320.0	12.0	6.21		M	M	M								
105004	2017-09-02 00:00:00	1966.0	CSDJD	AT7	ATR 72	WI	LIS	2017-09-02 18:00:00	2017-09-02 18:02:00	2017-09-02 18:09:00	OPO	2017-09-02 18:49:00	2017-09-02 18:52:00	2017-09-02 19:00:00	J	WI	2017-09-02 18:06:59	2.0	85.0	C	29.0	310.0	9.0	6.21		M	M	M									21.0	340.0	7.0	6.21		M	M	M								
105005	2017-09-02 00:00:00	358.0	CSTTE	319	AIRBUS A319-111	NB	LIS	2017-09-02 18:05:00	2017-09-02 18:08:00	2017-09-02 18:22:00	LHR	2017-09-02 20:32:00	2017-09-02 20:42:00	2017-09-02 20:45:00	J	TP	2017-09-02 18:31:59	3.0	81.0	0	29.0	310.0	9.0	6.21		M	M	M									16.0	220.0	7.0	6.21		NCD	M	M								
105006	2017-09-02 00:00:00	943.0	CSTTL	319	AIRBUS A319-111	NB	GVA	2017-09-02 18:05:00	2017-09-02 17:58:00	2017-09-02 18:05:00	OPO	2017-09-02 19:54:00	2017-09-02 19:59:00	2017-09-02 20:20:00	J	TP					12.0	130.0	3.0	6.21		FEW	FEW	BKN	1000.0	3500.0	4000.0						18.0	350.0	8.0	6.21		M	M	M								
105007	2017-09-02 00:00:00	584.0	CSTPQ	E90	EMBRAER 190	PGA	LIS	2017-09-02 18:10:00	2017-09-02 18:15:00	2017-09-02 18:31:00	CGN	2017-09-02 21:09:00	2017-09-02 21:15:00	2017-09-02 21:10:00	J	NI	2017-09-02 18:37:59	5.0	81.0	0	29.0	310.0	9.0	6.21		M	M	M									10.0	30.0	1.0	6.21		M	M	M								
105008	2017-09-02 00:00:00	1029.0	CSTNV	320	AIRBUS A320-211	NB	MAD	2017-09-02 18:15:00	2017-09-02 18:45:00	2017-09-02 18:59:00	LIS	2017-09-02 19:56:00	2017-09-02 20:01:00	2017-09-02 19:30:00	J	TP	2017-09-06 07:59:59	4.0	35.0	0	26.0	140.0	5.0	6.21		M	M	M									24.0	320.0	13.0	6.21		M	M	M								
105009	2017-09-02 00:00:00	1677.0	CSTJH	321	AIRBUS A321-211	NB	LIS	2017-09-02 18:15:00	2017-09-02 19:11:00	2017-09-02 19:20:00	FNC	2017-09-02 20:40:00	2017-09-02 20:43:00	2017-09-02 20:00:00	J	TP	2017-09-02 19:35:59	41.0	87.0	A	26.0	310.0	10.0	6.21		M	M	M									22.0	20.0	11.0	6.21		SCT	M	M	1600.0							
105010	2017-09-02 00:00:00	1479.0	CSFAF	738	BOEING 737-800		LIS	2017-09-02 18:20:00	2017-09-02 19:06:00	2017-09-02 19:14:00	OXB	2017-09-02 23:02:00	2017-09-02 23:05:00	2017-09-02 22:45:00	J	WI	2017-09-02 19:34:59	6.0	85.0	C	26.0	310.0	10.0	6.21		M	M	M									26.0	300.0	3.0	6.21		FEW	M	M	1400.0							
105011	2017-09-02 00:00:00	1957.0	CSDJB	AT7	ATR 72	WI	OPO	2017-09-02 18:30:00	2017-09-02 18:49:00	2017-09-02 18:59:00	LIS	2017-09-02 19:53:00	2017-09-02 19:58:00	2017-09-02 19:30:00	J	WI	2017-09-02 19:10:32	3.0	83.0	0	21.0	340.0	7.0	6.21		M	M	M									24.0	320.0	13.0	6.21		M	M	M								
105012	2017-09-02 00:00:00	1306.0	CSTTO	319	AIRBUS A319-111	NB	LIS	2017-09-02 18:35:00	2017-09-02 20:35:00	2017-09-02 20:45:00	PRG	2017-09-02 23:37:00	2017-09-02 23:44:00	2017-09-02 21:55:00	J	TP	2017-09-02 20:54:59	15.0	81.0	0	23.0	330.0	11.0	6.21		M	M	M									12.0	320.0	6.0	6.21		M	M	M								
105013	2017-09-02 00:00:00	82.0	CSTOA	343	AIRBUS A340-312	WB	GRU	2017-09-02 18:40:00	2017-09-02 18:41:00	2017-09-02 18:55:00	LIS	2017-09-03 04:01:00	2017-09-03 04:08:00	2017-09-03 04:30:00	J	TP	2017-09-06 07:53:59	1.0	3.0	C	25.0	100.0	4.0	6.21		M	M	M									20.0	330.0	5.0	6.21		M	M	M								
105014	2017-09-02 00:00:00	446.0	CSTNK	320	AIRBUS A320-211	NB	LIS	2017-09-02 18:40:00	2017-09-02 19:18:00	2017-09-02 19:27:00	ORY	2017-09-02 21:19:00	2017-09-02 21:23:00	2017-09-02 21:05:00	J	TP	2017-09-02 19:28:59	10.0	87.0	E	25.0	320.0	12.0	6.21		M	M	M									12.0	0.0	0.0	6.21		M	M	M								
105015	2017-09-02 00:00:00	449.0	CSTNP	320	AIRBUS A320-211	NB	ORY	2017-09-02 18:40:00	2017-09-02 19:12:00	2017-09-02 19:22:00	LIS	2017-09-02 21:28:00	2017-09-02 21:33:00	2017-09-02 21:05:00	J	TP	2017-09-02 19:31:33	32.0	93.0	0	15.0	320.0	3.0	6.21		FEW	M	M	4600.0								23.0	330.0	7.0	6.21		M	M	M								
105016	2017-09-02 00:00:00	668.0	CSTNL	320	AIRBUS A320-211	NB	LIS	2017-09-02 18:40:00	2017-09-02 20:15:00	2017-09-02 20:25:00	AMS	2017-09-02 22:57:00	2017-09-02 23:01:00	2017-09-02 21:35:00	J	TP	2017-09-06 07:53:59	10.0	34.0	A	24.0	320.0	13.0	6.21		M	M	M									11.0	360.0	1.0	6.21		M	M	M								
105017	2017-09-02 00:00:00	9091.0	CSTNQ	320	AIRBUS A320-211	NB	OPO	2017-09-02 18:40:00	2017-09-02 18:49:00	2017-09-02 19:03:00	SID	2017-09-02 23:05:00	2017-09-02 23:08:00	2017-09-02 22:55:00	C	TP	2017-09-02 19:07:42	4.0	67.0	0	21.0	340.0	7.0	6.21		M	M	M									26.0	30.0	6.0	6.21		SCT	SCT	M	1500.0	9000.0						
105018	2017-09-02 00:00:00	458.0	CSTTC	319	AIRBUS A319-111	NB	OPO	2017-09-02 18:45:00	2017-09-02 18:44:00	2017-09-02 18:51:00	ORY	2017-09-02 20:34:00	2017-09-02 20:38:00	2017-09-02 20:55:00	J	TP					22.0	350.0	9.0	6.21		M	M	M									13.0	0.0	0.0	6.21		M	M	M								
105019	2017-09-02 00:00:00	74.0	CSTOR	332	AIRBUS A330-200	WB	GIG	2017-09-02 18:50:00	2017-09-02 18:45:00	2017-09-02 19:02:00	LIS	2017-09-03 04:21:00	2017-09-03 04:25:00	2017-09-03 04:35:00	J	TP					24.0	110.0	10.0	6.21		FEW	M	M	4000.0								18.0	330.0	9.0	6.21		M	M	M								
